"msoa21","msoa21_name","heat_vuln_risk","heat_social_vuln_tertile_label","care_or_nursing_home_n","hospital_n","nurseries_n","under5","over75","life_expectancy_decile"
"E02003620","Brickhill","High heat, not enhanced risk","Medium heat risk",3,0,2,426,1049,8
"E02003621","Putnoe","High heat, not enhanced risk","Lowest heat risk",1,0,1,349,1030,7
"E02003622","Goldington","High heat, not enhanced risk","Medium heat risk",0,0,2,513,742,5
"E02003623","Bromham & Biddenham","High heat, not enhanced risk","Lowest heat risk",3,3,4,912,910,10
"E02003624","De Parys","High heat and enhanced risk","Highest heat risk",13,2,1,253,611,2
"E02003625","Harpur","High heat and enhanced risk","Highest heat risk",17,0,6,451,699,1
"E02003626","Newnham","High heat, not enhanced risk","Lowest heat risk",1,0,0,278,391,7
"E02003627","Castle & Kingsway","High heat and enhanced risk","Highest heat risk",7,0,2,666,620,2
"E02003628","Queens Park","High heat and enhanced risk","Highest heat risk",4,0,2,776,230,4
"E02003629","Kingsbrook","High heat and enhanced risk","Highest heat risk",1,0,0,684,639,4
"E02003630","Cauldwell","High heat and enhanced risk","Highest heat risk",1,3,1,779,296,3
"E02003631","Kempston North","High heat, not enhanced risk","Medium heat risk",3,0,0,243,423,5
"E02003632","Kempston Central & East","High heat, not enhanced risk","Medium heat risk",2,0,2,380,365,7
"E02003633","Kempston West & South","High heat, not enhanced risk","Lowest heat risk",4,0,2,681,548,7
"E02003635","Wootton & Stewartby","High heat, not enhanced risk","Lowest heat risk",0,0,1,957,604,8
"E02007010","Wilstead & Shortstown","High heat, not enhanced risk","Lowest heat risk",1,0,0,676,524,6
"E02007011","Wixams & Elstow","High heat, not enhanced risk","Lowest heat risk",3,0,2,714,382,6
"E02000065","Crossway Park","High heat and enhanced risk","Highest heat risk",0,0,3,556,155,3
"E02000066","South Thamesmead","High heat and enhanced risk","Highest heat risk",1,0,2,535,326,3
"E02000067","Belvedere & Lessness Heath","High heat and enhanced risk","Highest heat risk",1,0,2,800,377,4
"E02000068","Erith East","High heat and enhanced risk","Highest heat risk",1,0,4,680,307,5
"E02000069","Erith West","High heat, not enhanced risk","Medium heat risk",1,0,3,515,530,5
"E02000070","Lesnes Abbey","High heat, not enhanced risk","Lowest heat risk",0,0,2,451,763,8
"E02000071","Northumberland Heath","High heat, not enhanced risk","Medium heat risk",2,0,2,437,460,5
"E02000072","Slade Green & Crayford Marshes","High heat and enhanced risk","Highest heat risk",0,0,3,984,328,2
"E02000073","Bostall","High heat, not enhanced risk","Medium heat risk",0,0,3,560,995,9
"E02000074","Lesney Farm & Colyers East","High heat and enhanced risk","Highest heat risk",1,0,2,501,572,3
"E02000075","Bursted Wood","High heat, not enhanced risk","Medium heat risk",0,0,0,374,859,10
"E02000077","St Michael's","High heat, not enhanced risk","Medium heat risk",1,0,2,473,642,5
"E02000078","Barnehurst North","High heat, not enhanced risk","Medium heat risk",1,0,2,517,678,8
"E02000079","Bexleyheath Broadway","High heat, not enhanced risk","Medium heat risk",4,0,4,520,913,3
"E02000080","Welling","High heat, not enhanced risk","Medium heat risk",0,0,4,544,777,8
"E02000081","Barnehurst South","High heat, not enhanced risk","Medium heat risk",1,0,1,519,775,7
"E02000082","Falconwood","High heat, not enhanced risk","Medium heat risk",0,0,1,590,652,8
"E02000083","Crayford","High heat, not enhanced risk","Medium heat risk",1,0,1,745,597,4
"E02000084","Danson Park","High heat, not enhanced risk","Lowest heat risk",1,0,2,615,865,10
"E02000085","Blackfen","High heat, not enhanced risk","Medium heat risk",0,0,0,487,609,7
"E02000086","Lamorbey","High heat, not enhanced risk","Lowest heat risk",0,0,0,333,577,9
"E02000087","Bexley Village","High heat, not enhanced risk","Lowest heat risk",0,0,0,429,891,9
"E02000088","Albany Park","High heat, not enhanced risk","Lowest heat risk",0,0,2,459,727,9
"E02000089","Longlands & Halfway","High heat, not enhanced risk","Medium heat risk",2,0,0,476,773,7
"E02000090","Sidcup West","High heat and enhanced risk","Highest heat risk",6,0,6,497,1003,4
"E02000091","Sidcup East","High heat, not enhanced risk","Medium heat risk",5,3,2,547,1214,7
"E02000092","Foots Cray Meadows","High heat and enhanced risk","Highest heat risk",2,0,1,467,492,3
"E02006785","Wickham Street & East Wickham","High heat, not enhanced risk","Medium heat risk",0,0,0,379,522,8
"E02001827","Hill Hook","High heat, not enhanced risk","Medium heat risk",3,0,1,269,815,8
"E02001828","Four Oaks","High heat, not enhanced risk","Medium heat risk",2,0,2,337,1069,9
"E02001829","Little Sutton & Roughley","High heat, not enhanced risk","Lowest heat risk",0,0,3,489,962,10
"E02001830","Sutton Coldfield North & Park","High heat, not enhanced risk","Lowest heat risk",7,0,1,399,1341,8
"E02001831","Reddicap Heath","High heat, not enhanced risk","Medium heat risk",1,0,3,677,829,5
"E02001832","Rectory Park & New Hall Valley","High heat, not enhanced risk","Lowest heat risk",2,1,2,380,861,8
"E02001833","Kingstanding North","High heat, not enhanced risk","Medium heat risk",0,0,4,302,539,9
"E02001834","Old Oscott","High heat and enhanced risk","Highest heat risk",1,0,0,407,364,2
"E02001835","Sutton Coldfield South & Central","High heat, not enhanced risk","Medium heat risk",9,0,5,369,876,4
"E02001836","New Oscott","High heat, not enhanced risk","Medium heat risk",2,0,5,508,965,10
"E02001837","Kingstanding South East","High heat and enhanced risk","Highest heat risk",2,0,0,727,446,1
"E02001838","Walmley","High heat, not enhanced risk","Lowest heat risk",2,0,4,360,800,5
"E02001839","Queslett","High heat and enhanced risk","Highest heat risk",1,0,2,408,595,3
"E02001840","Perry Common - College Road","High heat and enhanced risk","Highest heat risk",4,0,0,676,517,1
"E02001841","Wylde Green","High heat, not enhanced risk","Lowest heat risk",3,0,4,252,802,7
"E02001842","Perry Beeches West","High heat and enhanced risk","Highest heat risk",0,0,2,573,630,8
"E02001843","Kingstanding South West","High heat, not enhanced risk","Medium heat risk",1,0,4,469,582,7
"E02001844","Chester Road","High heat and enhanced risk","Highest heat risk",14,0,5,505,1270,2
"E02001845","Perry Beeches East","High heat, not enhanced risk","Medium heat risk",0,0,1,483,389,5
"E02001846","Short Heath","High heat and enhanced risk","Highest heat risk",1,1,5,576,421,2
"E02001847","Minworth","High heat, not enhanced risk","Medium heat risk",0,0,1,298,589,8
"E02001848","Upper Witton","High heat and enhanced risk","Highest heat risk",2,0,1,532,443,2
"E02001849","Erdington Town","High heat and enhanced risk","Highest heat risk",1,0,2,812,290,1
"E02001850","Perry Barr & South Hamstead","High heat and enhanced risk","Highest heat risk",3,0,4,582,569,4
"E02001851","Pype Hayes Park","High heat and enhanced risk","Highest heat risk",4,0,4,501,652,2
"E02001852","Stockland Green - Marsh Hill","High heat and enhanced risk","Highest heat risk",1,0,1,496,394,1
"E02001855","Castle Vale","High heat and enhanced risk","Highest heat risk",2,0,1,634,758,1
"E02001856","Brookvale","High heat and enhanced risk","Highest heat risk",2,0,1,746,276,2
"E02001857","Gravelly Hill & South Erdington","High heat and enhanced risk","Highest heat risk",11,2,6,913,494,1
"E02001858","Handsworth East","High heat and enhanced risk","Highest heat risk",7,1,3,591,366,4
"E02001859","Birchfield East","High heat and enhanced risk","Highest heat risk",1,0,1,728,367,2
"E02001860","Handsworth West","High heat and enhanced risk","Highest heat risk",0,0,1,572,356,3
"E02001861","Birchfield West","High heat and enhanced risk","Highest heat risk",5,0,0,886,429,3
"E02001862","Middlemore","High heat and enhanced risk","Highest heat risk",1,0,1,653,451,4
"E02001863","Aston Park","High heat and enhanced risk","Highest heat risk",0,0,1,620,284,3
"E02001865","Handsworth South","High heat and enhanced risk","Highest heat risk",0,1,7,750,423,2
"E02001866","Lozells West","High heat and enhanced risk","Highest heat risk",8,0,4,669,260,1
"E02001867","Lozells East","High heat and enhanced risk","Highest heat risk",0,0,0,569,285,2
"E02001868","Hodge Hill","High heat and enhanced risk","Highest heat risk",1,0,1,775,496,2
"E02001869","Nechells","High heat and enhanced risk","Highest heat risk",0,0,2,647,196,1
"E02001870","Ward End & Bromford West","High heat and enhanced risk","Highest heat risk",3,0,4,1009,447,1
"E02001871","Buckland End","High heat and enhanced risk","Highest heat risk",1,0,2,649,600,1
"E02001872","Shard End & Kingfisher","High heat and enhanced risk","Highest heat risk",1,0,3,557,451,2
"E02001873","Winson Green & Gib Heath","High heat and enhanced risk","Highest heat risk",3,3,3,852,344,2
"E02001874","Washwood Heath","High heat and enhanced risk","Highest heat risk",0,0,1,789,230,2
"E02001875","Hockley & Jewellery Quarter","High heat and enhanced risk","Highest heat risk",2,0,3,723,194,4
"E02001876","North Central & Dartmouth Circus","High heat and enhanced risk","Highest heat risk",0,1,5,811,190,1
"E02001877","Saltley East","High heat and enhanced risk","Highest heat risk",0,0,6,969,302,3
"E02001878","Saltley West","High heat and enhanced risk","Highest heat risk",0,0,4,788,225,4
"E02001879","Summerfield","High heat and enhanced risk","Highest heat risk",3,1,2,689,421,1
"E02001880","Glebe Farm","High heat and enhanced risk","Highest heat risk",1,0,2,812,301,1
"E02001881","Belchers Lane & Eastfield Road","High heat and enhanced risk","Highest heat risk",0,1,0,814,253,3
"E02001882","Stechford","High heat and enhanced risk","Highest heat risk",3,0,3,748,536,1
"E02001883","Kitts Green","High heat and enhanced risk","Highest heat risk",1,0,1,608,440,2
"E02001884","Bordesley Green North","High heat and enhanced risk","Highest heat risk",0,0,0,777,189,2
"E02001886","Rotton Park","High heat and enhanced risk","Highest heat risk",4,1,4,522,424,2
"E02001888","Kent's Moat","High heat and enhanced risk","Highest heat risk",4,0,1,537,459,1
"E02001889","Little Bromwich","High heat and enhanced risk","Highest heat risk",1,1,1,600,310,1
"E02001890","Edgbaston North","High heat and enhanced risk","Highest heat risk",5,1,10,442,604,6
"E02001892","Yardley Fields","High heat and enhanced risk","Highest heat risk",0,5,3,1020,323,1
"E02001893","Yardley","High heat and enhanced risk","Highest heat risk",1,0,1,566,630,4
"E02001895","Sheldon North","High heat and enhanced risk","Highest heat risk",4,0,2,533,676,1
"E02001896","Small Heath Park","High heat and enhanced risk","Highest heat risk",0,0,7,785,315,3
"E02001897","Sparkbrook North","High heat and enhanced risk","Highest heat risk",1,1,7,724,293,1
"E02001898","Lyndon Green","High heat, not enhanced risk","Medium heat risk",0,0,1,386,602,6
"E02001899","Harborne West","High heat, not enhanced risk","Medium heat risk",1,0,4,497,1060,8
"E02001900","Five Ways South & Calthorpe Park","High heat and enhanced risk","Highest heat risk",4,0,4,412,454,4
"E02001901","Harborne East","High heat, not enhanced risk","Medium heat risk",0,1,2,508,497,9
"E02001902","Yardley South","High heat and enhanced risk","Highest heat risk",0,0,1,423,386,4
"E02001903","Sparkbrook South","High heat and enhanced risk","Highest heat risk",0,0,2,583,206,3
"E02001904","Hay Mills & Tyseley","High heat and enhanced risk","Highest heat risk",5,0,4,688,265,2
"E02001905","Edgbaston South & University","High heat, not enhanced risk","Medium heat risk",4,3,3,327,545,8
"E02001906","Quinton Ridgacre","High heat, not enhanced risk","Medium heat risk",0,0,1,557,707,6
"E02001907","Sheldon South","High heat, not enhanced risk","Medium heat risk",1,0,2,660,910,5
"E02001908","Sparkhill North","High heat and enhanced risk","Highest heat risk",0,0,0,737,272,4
"E02001909","Balsall Heath East","High heat and enhanced risk","Highest heat risk",1,0,5,655,265,3
"E02001910","Balsall Heath West & Kingswood Road","High heat and enhanced risk","Highest heat risk",0,0,1,482,259,5
"E02001911","Quinton East","High heat and enhanced risk","Highest heat risk",1,0,3,670,444,3
"E02001913","Metchley","High heat and enhanced risk","Highest heat risk",5,5,2,390,523,2
"E02001914","Moor Green & Cannon Hill","High heat and enhanced risk","Highest heat risk",3,2,1,454,296,3
"E02001915","Acocks Green East","High heat and enhanced risk","Highest heat risk",6,0,3,831,742,2
"E02001916","Acocks Green West","High heat and enhanced risk","Highest heat risk",1,0,1,787,418,3
"E02001918","Moseley Village","High heat and enhanced risk","Highest heat risk",11,3,4,413,455,2
"E02001919","Moseley","High heat and enhanced risk","Highest heat risk",6,0,0,326,457,4
"E02001920","Woodgate Valley","Lower heat risk","Highest heat risk",1,0,1,489,472,3
"E02001921","California","High heat and enhanced risk","Highest heat risk",1,0,1,504,491,5
"E02001922","Selly Oak","High heat, not enhanced risk","Medium heat risk",0,0,4,232,78,5
"E02001923","Springfield & Hall Green West","High heat and enhanced risk","Highest heat risk",5,0,4,684,670,5
"E02001924","Hall Green East","High heat and enhanced risk","Highest heat risk",1,0,1,502,362,4
"E02001925","Selly Oak Park & Lodge Hill","High heat, not enhanced risk","Medium heat risk",4,0,1,355,616,6
"E02001926","Stirchley North & Selly Park","High heat, not enhanced risk","Medium heat risk",6,1,0,364,547,2
"E02001927","Weoley Castle","High heat and enhanced risk","Highest heat risk",3,0,0,436,460,1
"E02001928","Woodgate","Lower heat risk","Highest heat risk",2,0,0,382,478,4
"E02001929","Fox Hollies","High heat and enhanced risk","Highest heat risk",0,0,1,860,307,2
"E02001930","Kings Heath","High heat, not enhanced risk","Medium heat risk",0,0,5,431,387,4
"E02001931","Wake Green East & Moseley Bog","High heat, not enhanced risk","Medium heat risk",0,0,2,558,630,6
"E02001932","Bartley Green & Shenley Fields","High heat and enhanced risk","Highest heat risk",0,0,4,455,378,2
"E02001933","Kings Heath Park & Stirchley East","High heat and enhanced risk","Highest heat risk",1,0,2,494,478,2
"E02001934","Hall Green Central","High heat, not enhanced risk","Medium heat risk",1,0,3,443,537,7
"E02001935","Shenley Lane","High heat, not enhanced risk","Medium heat risk",1,0,2,433,814,9
"E02001936","Brandwood North","High heat, not enhanced risk","Medium heat risk",4,0,1,322,672,8
"E02001937","Billesley Common","High heat and enhanced risk","Highest heat risk",4,0,1,578,482,1
"E02001938","Bournville East & Stirchley West","High heat, not enhanced risk","Medium heat risk",1,0,2,435,408,5
"E02001939","Bournville West","High heat and enhanced risk","Highest heat risk",2,1,0,330,809,6
"E02001941","Yardley Wood West","High heat and enhanced risk","Highest heat risk",2,0,2,473,442,1
"E02001942","Cotteridge","High heat and enhanced risk","Highest heat risk",4,0,2,374,575,3
"E02001943","Brandwood East","High heat, not enhanced risk","Medium heat risk",2,0,1,379,410,5
"E02001944","Brandwood End","High heat, not enhanced risk","Medium heat risk",4,1,1,460,513,3
"E02001945","Allens Cross","High heat and enhanced risk","Highest heat risk",1,0,0,552,316,2
"E02001946","Northfield Victoria Common","High heat, not enhanced risk","Medium heat risk",2,0,4,376,661,7
"E02001947","Druids Heath","High heat and enhanced risk","Highest heat risk",2,0,1,466,508,1
"E02001948","Highter's Heath & Maypole","High heat, not enhanced risk","Medium heat risk",2,0,0,455,573,5
"E02001949","Lifford & Walkers Heath","High heat and enhanced risk","Highest heat risk",3,1,3,434,434,1
"E02001950","Longbridge North","High heat, not enhanced risk","Medium heat risk",2,0,3,502,709,4
"E02001951","Frankley","Lower heat risk","Highest heat risk",1,0,3,605,421,2
"E02001952","Turves Green","High heat and enhanced risk","Highest heat risk",1,0,1,656,450,3
"E02001953","King's Norton","High heat, not enhanced risk","Medium heat risk",6,1,0,385,737,5
"E02001954","Hawkesley","High heat and enhanced risk","Highest heat risk",1,0,1,472,393,3
"E02001955","Longbridge South","High heat and enhanced risk","Highest heat risk",3,1,3,559,645,2
"E02001956","Rubery East","High heat, not enhanced risk","Medium heat risk",2,2,2,396,403,5
"E02001957","West Heath","High heat, not enhanced risk","Medium heat risk",2,0,2,444,711,5
"E02006807","Yardley Wood East","High heat, not enhanced risk","Medium heat risk",1,0,3,485,660,9
"E02006809","Handsworth Wood","High heat, not enhanced risk","Medium heat risk",5,0,4,552,669,5
"E02006895","Attwood Green & Park Central","High heat and enhanced risk","Highest heat risk",1,0,1,649,156,1
"E02006896","Digbeth","High heat and enhanced risk","Highest heat risk",0,0,1,396,83,3
"E02006897","Five Ways North","High heat and enhanced risk","Highest heat risk",0,0,1,509,93,2
"E02006898","Ladywood - Summer Hill","High heat and enhanced risk","Highest heat risk",0,0,3,417,81,9
